filepath,label,group_id,clean_stem,ahash,dhash
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_160525 (Custom).jpg,Anthracnose,Anthracnose__g0300,IMG_20211011_160525,1111111111111111111111111111001111100111110001111000011100001111,1100000011100000111101111110010010001100000011000001110000111110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161205 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0033,20211011_161205,1111100011111000111110001110000011001000111000001100100011101000,0000000000000000000000000001000000010000010101001001100000001000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161319 (Custom).jpg,Healthy,Healthy__g0382,20211231_161319,1111110011111100111111101110000011000000110001101111111111111111,0000000010000000101100001100011110000011100111100011000010110000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_193419 (Custom).jpg,Die Back,Die Back__g0399,IMG_20211027_193419,1111100011111000111100101111011011100110110011101000110000000000,1100000011000010111001101100110011001100100110000001000000110000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_131259 (Custom).jpg,Anthracnose,Anthracnose__g0044,20211011_131259,1111111110000111000000011000000010000000110000011110001111111111,0011100000011111010101110000100100001001000011010000111100000101
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170013 (Custom).jpg,Gall Midge,Gall Midge__g0434,IMG_20211106_170013,1111111011111110100001100000000010000001111111111111111111111111,0000000010100000001111000001110100001111100110100011000100110011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160622 (Custom).jpg,Healthy,Healthy__g0309,20211231_160622,1111111111111111111000001100000010000000110011001111110011111110,1110000011100000100000010000100100100111000111001000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_122318 (Custom).jpg,Sooty Mould,Sooty Mould__g0123,IMG_20211108_122318,1111111111110011111000111100001110000011000000110000001100000111,1110010001000110000001110000001100000111010001100001011110011110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162526 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0213,20211011_162526,1111110011111000111100001101000010000000111100001111000011101000,1000000000000000000010010011001000110100110001000000101000001011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163054 (Custom).jpg,Die Back,Die Back__g0265,20211129_163054,1111111111111011111000011100000110001111000111111001110111110000,0000000000000011010000111001111100111100011110010111000100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_170535 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0235,20211011_170535,1111101101100010011001001111010011010000111000001110000011100000,0000001011001100110011000100100000100100000101100000111000011000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161949 (Custom).jpg,Healthy,Healthy__g0438,20211231_161949,1111111100111111000011111000001111000000111100001111110011111111,1101000011110000011111000001111110000111111000001111000011111110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_144921 (Custom).jpg,Sooty Mould,Sooty Mould__g0439,IMG_20211212_144921,1111111111111111100001110000000110000000111000001111100111111111,0000001000000001000111100000011100000001000000010000001100000010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123139 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0254,IMG_20211107_123139,1111111111111110111110001111000011000000100000001000000100000011,0000000000000000000000000000000000000001001000110110101101000111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_003109 (Custom).jpg,Die Back,Die Back__g0468,IMG_20211028_003109,0001100000111100000111001100111011100110111100001111100001111100,1111000001100000001100001001100011001100111001101111001011100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_134610 (Custom).jpg,Anthracnose,Anthracnose__g0090,20211011_134610,1110000011110000111100001111000011110000111100001111100011111000,0000110000000110000001110000011100100111000000010000000100010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164052 (Custom).jpg,Gall Midge,Gall Midge__g0308,IMG_20211106_164052,1111101111100111110001111000111110001111000111110011111100111111,0001011000001111000011010001111100111111001111110111111101111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_115547 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0188,IMG_20211107_115547,1111001111110011111100111111000111110001111100011111000111110000,0000011000000110000000110000001100000011000000110000001100000011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_145242 (Custom).jpg,Sooty Mould,Sooty Mould__g0455,IMG_20211212_145242,1111111111000001110000011100000111000011110000111110001111110111,1001011110011011000110110001011100011111000111110000111100001111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170241 (Custom).jpg,Gall Midge,Gall Midge__g0471,IMG_20211106_170241,1111011111100011111000111111000111110001111100011111000111110001,0000110000000111000001110000011100000111000000110000001100000011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164145 (Custom).jpg,Gall Midge,Gall Midge__g0325,IMG_20211106_164145,1111001111110011111100111111001111100011111000111110001111100011,0110011000000110000001100000011100000111000001110000011100000111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_142823 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0403,IMG_20211106_142823,1111000011100000111000001110010011100100111001001110011111110111,0000000000000000000011000000110000001100000011000000110100001100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162625 (Custom).jpg,Die Back,Die Back__g0221,20211129_162625,1111111111111111111111101000100011000000111100001111000011100000,0000000000000000001000000011000000000111000000110000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_133407 (Custom).jpg,Anthracnose,Anthracnose__g0051,20211011_133407,1111111111111111000111110000000110000000111000001111000011111100,1000000000100000001110000101111100100111100011110100001100010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_140224 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0235,IMG_20211106_140224,1111111111111111111111111110010111000100110001001100010011000000,0000000000000000000000100000100100001000000110000001100000011000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_121329 (Custom).jpg,Sooty Mould,Sooty Mould__g0038,IMG_20211108_121329,1100001111000001111000011110000111100001111100011111000111110000,0001011100011011000001110000011100000011000000110000001100000011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161719 (Custom).jpg,Healthy,Healthy__g0419,20211231_161719,1111111111111100111110001110000111000011100001111101111111111111,1111110001111001111000011100011110001110001111000011100011001011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_141106 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0287,IMG_20211106_141106,1111100011111000100001001000001011110001111111001111111011111111,0000000010000000001111000000111000000011000100010000000010000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164312 (Custom).jpg,Die Back,Die Back__g0347,20211129_164312,1111111100111111100111111100001111100000111100001111100011111110,1100000001100000011100000001111000000111000000110000001000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_185934 (Custom).jpg,Die Back,Die Back__g0390,IMG_20211027_185934,1111000011111000111110001111011011101110110011001101100000000000,1100000011000000110001001100010011001000100100001011000000100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_122357 (Custom).jpg,Sooty Mould,Sooty Mould__g0132,IMG_20211108_122357,0000011110000011100001111100011111000011111001111111011111111111,1100111100011111000111110001111100001111000011110000110001001100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_003133 (Custom).jpg,Die Back,Die Back__g0471,IMG_20211028_003133,0001100000111100011111000111100011110000101101101100111001111100,1111000011110000111100001111001111100010011011001001100011110000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_190345 (Custom).jpg,Die Back,Die Back__g0393,IMG_20211027_190345,1111110010011100110001101111001011111000111111001111000000000000,1100000000110000000011001100011010000010100000001100000011000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_162507 (Custom).jpg,Anthracnose,Anthracnose__g0369,IMG_20211011_162507,1111111111111111111101111111001111110001111110001111100011110000,1110000011100000111001001110011011110011110000111100000110000001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_141919 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0345,IMG_20211106_141919,1100000011000100111000111111100111111000111111001111110011111000,0001100000001100000001100000001100000001000000000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_141324 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0314,IMG_20211106_141324,1111111111111111111111111100000010000000000100111111110011000000,1100000000000000000000000000000000100111011101100001100010000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_162227 (Custom).jpg,Healthy,Healthy__g0466,20211231_162227,1111111111111000111000001100000010000000000000001011110011111110,1000000011100000110000000000000100000111011110000111000010000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164039 (Custom).jpg,Die Back,Die Back__g0321,20211129_164039,1111111011111110111100001110000011100000110010001001000011110000,0000000000000000000001000100110001001000100110000011000001000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162659 (Custom).jpg,Die Back,Die Back__g0227,20211129_162659,1111111111111111110001101100011011100000111100001111100011111000,0000000001100000000110001000110000000110000000110000001100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_160914 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0016,20211011_160914,1111100011110000111110001111100011100000111000001111000011110000,0000000000000000000000000000001011000000000001100010011000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161243(0) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0039,20211011_161243(0),1111100011111000111110001110100011100000111000001110000011101000,0000000000000000000000000100100010001100010001101001101000011000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_121949 (Custom).jpg,Sooty Mould,Sooty Mould__g0081,IMG_20211108_121949,1111111111100111110001110000011100001111000011110000111100011111,1110111011001101100011111001111100011111001111110011111101111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_170718 (Custom).jpg,Anthracnose,Anthracnose__g0149,20211011_170718,1111111111111011111110011111000111110001111000001100000000000100,0000000000000010000000110000001100000011110001100000111000011100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_142945 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0426,IMG_20211106_142945,1111111111011111110011111100011111000000111000001110000011110000,0011000000110011000111110001100100011001000010000000110000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163650 (Custom).jpg,Die Back,Die Back__g0270,20211129_163650,1110111011100110111001001110010011100100111001001100000011001000,0000100000001100000011000000110001001100000110000001100000011000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_162131 (Custom).jpg,Healthy,Healthy__g0453,20211231_162131,1000111111001111110001111110011111100011111100111111001011111000,0011100000011000100011001100110011000110111001101100011011000010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_142734 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0386,IMG_20211106_142734,1111111111111111111001111110011111100111111000011100000011000000,0100110100001110000011110000111100001111000011110000111100001110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_190339 (Custom).jpg,Die Back,Die Back__g0392,IMG_20211027_190339,1100111111001111111001111110001011100100111001001100000000000000,0001100000011000100011101000011010001100100010001001100000010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_003413 (Custom).jpg,Die Back,Die Back__g0476,IMG_20211028_003413,1111111110111111100011111110011111110011011110010000000000000000,1111000001110000000110001100110011100110111100111101100110001111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_143723 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0490,IMG_20211107_143723,1111100011110000111000001100000111000011110000111100011111001111,0000001000000001000001010000101100001111000111100001110100011011
