filepath,label,clean_stem,ahash,dhash,group_id
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_142840 (Custom).jpg,Bacterial Canker,IMG_20211106_142840,1111110011111000111110001111100011111000111100011110001011100000,0000000000000000000000000000000100000011000001110000011000001110,Bacterial Canker__g0407
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135148 (Custom).jpg,Bacterial Canker,IMG_20211106_135148,1111110011111100111111110000000000000000100000001110000111111111,0000000000000000000000110110001100000000000110100001000100000001,Bacterial Canker__g0131
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162815 (Custom).jpg,Die Back,20211129_162815,1111111011110010111101001110010011100000110010001100000011110000,0000000000000100000011000100100001001000000110000011000000000000,Die Back__g0240
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_164424 (Custom).jpg,Anthracnose,IMG_20211011_164424,1111111111011111110011111100000111100011011111110000000100000000,0011000000111001100100111000111110000111101100110001101100000011,Anthracnose__g0428
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135036 (Custom).jpg,Bacterial Canker,IMG_20211106_135036,1111111111111111110111101100011011100000111100001111000011110000,0000000000000010001100000001110000000111000000010000000000000000,Bacterial Canker__g0116
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162154 (Custom).jpg,Gall Midge,IMG_20211106_162154,1111111111111111111111110000000000000011000111110111111100111111,1111111111111111111110110010001100111111001111111111111111111111,Gall Midge__g0102
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_183432 (Custom).jpg,Die Back,IMG_20211027_183432,1111110011111110111011101110011011100110111001000000000000000000,1100000011011000110010001100100011001100110011000001100001110000,Die Back__g0385
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162808 (Custom).jpg,Gall Midge,IMG_20211106_162808,0000000100000001100001111111111111111111111111111111111111111111,0000001100001111000111101001111100011111000011110000111110001111,Gall Midge__g0169
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_124834 (Custom).jpg,Healthy,20211231_124834,1111001111110011111000111110011111100111111001111110011111001111,0010011000100110000001100100110001001100010011000001100000011000,Healthy__g0093
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160857 (Custom).jpg,Healthy,20211231_160857,1000011110000011110000011100000111110000111110011111111111111111,0111111000110111000100111000101111000001001000110000000000000001,Healthy__g0338
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125147 (Custom).jpg,Powdery Mildew,IMG_20211107_125147,1111111111111001111100111110001111100011010001110000011100001111,1111101111110011111000111100011010000110100011111001111110011111,Powdery Mildew__g0385
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125031 (Custom).jpg,Powdery Mildew,IMG_20211107_125031,1111100011100000110000001000000011000000111110001111111111111111,0100000110000001000000000000100100001111000000000000000000000000,Powdery Mildew__g0370
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162620(0) (Custom).jpg,Cutting Weevil,20211011_162620(0),1111100011111000111110001111100011110000111100001110000011100000,0000000000000000000000001000000011000100010001000000101000001010,Cutting Weevil__g0223
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162109 (Custom).jpg,Die Back,20211129_162109,1111111011111110011111100001110010000000111000001111100011111000,0000000000000000110000000111000000011001000001010000000000000000,Die Back__g0163
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162236 (Custom).jpg,Gall Midge,IMG_20211106_162236,1110011111000111110000111110001111100011111100111111001111111111,0000111100001101000011110000111100000111000001110000011100010010,Gall Midge__g0112
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_134902 (Custom).jpg,Anthracnose,20211011_134902,1111111111111110111100001100000000000000000000001111111111111111,0000000000000000000000000000000000011001010101110100110000000000,Anthracnose__g0113
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_161659 (Custom).jpg,Anthracnose,IMG_20211011_161659,1111111111111111111100010000001100000111000111111111111100011111,1110000011111001100000110000011011111100111110001100101011111100,Anthracnose__g0336
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161908 (Custom) (Custom).jpg,Cutting Weevil,20211011_161908,1111110011000100111100001000000010000000111000001111110011111100,0010100000101100001011010110001101100110000010100000000000000000,Cutting Weevil__g0110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_123737 (Custom).jpg,Sooty Mould,IMG_20211108_123737,1111111111111111001111110000011111000011110000011110000010000000,0000000010000010011100000011110000000110100000110000001100000000,Sooty Mould__g0289
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_125609 (Custom).jpg,Healthy,20211231_125609,1110011111100111111000111111001111110011111100111111001111111011,0000100000001100001001100010011000100110000001100000011000000110,Healthy__g0136
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_123437 (Custom).jpg,Sooty Mould,IMG_20211108_123437,1100111110000111100001111000001100000011000000110000001100000011,0001100001001100010001100000011000001110100111101001011000101110,Sooty Mould__g0258
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_133426 (Custom).jpg,Anthracnose,20211011_133426,1111111111111111000000000000000000000000111000001111111011111111,1000000000011110000011110000000100010000000000000000000000000000,Anthracnose__g0056
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_150355 (Custom).jpg,Sooty Mould,IMG_20211212_150355,1111111111111111111100001100000010000000110000001111111111111111,0000000000000000000000110000001100101000000000110000001100000110,Sooty Mould__g0488
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161510 (Custom).jpg,Healthy,20211231_161510,1111100011110000111000011110001111000111110011111100111111111111,1001001111100011110001111000011010001100100110000011000000110000,Healthy__g0400
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_143206 (Custom).jpg,Sooty Mould,IMG_20211212_143206,1111111111000011000000010000000100000000110000001111111111111111,1110111100001111001101110111001100111101000011111100011111111101,Sooty Mould__g0409
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161934 (Custom).jpg,Cutting Weevil,20211011_161934,1111100011111000001110001000000011100000111100001110000011111110,0000000000000000111000000011000101000101011000110000100000010000,Cutting Weevil__g0120
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_124140 (Custom).jpg,Powdery Mildew,IMG_20211107_124140,1111111111111111111111110000111100000111000000110000000000000000,1111111111111111100111110001111111101111111001111110011111100111,Powdery Mildew__g0325
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_123156 (Custom).jpg,Healthy,20211231_123156,1111111111111111111111111110000110000000000000111111111111111111,0000000000000000011000101000001100000011001111110111000000000000,Healthy__g0003
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164148 (Custom).jpg,Gall Midge,IMG_20211106_164148,1110001111100011110000111100011110000111000011110000111100001111,0000101110010111100101110000111100101111010111110101111111111111,Gall Midge__g0326
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_121022 (Custom).jpg,Sooty Mould,IMG_20211108_121022,0011111100111111000000110000000000000001111111111111111111111111,1111111111111111000111110011101100011111101111101111111111111110,Sooty Mould__g0027
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_154235 (Custom).jpg,Sooty Mould,IMG_20211211_154235,1111111111111111110000001000000000000000000000111111111111111111,1011000011000111000010110010000000000111000111110000111011000000,Sooty Mould__g0311
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_190030 (Custom).jpg,Die Back,IMG_20211027_190030,1111100011111000111100101110001011000110110011001000100000000000,0000000100000011010001100000010000001100000110000011000000110000,Die Back__g0391
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_134416 (Custom).jpg,Bacterial Canker,IMG_20211106_134416,1111111011111110110011101110011011100110111001001110010011100000,0000000000010000000110000000110000001100000011000000110000001000,Bacterial Canker__g0060
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135804 (Custom).jpg,Bacterial Canker,IMG_20211106_135804,1111101111110011111100111111001111111000111110001111100011111000,1000011110000111000001110001001100110011000000110000001000000000,Bacterial Canker__g0204
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_161846 (Custom).jpg,Die Back,20211129_161846,1111111011111100110011001110010011100000111100001111000011110000,0000000000010000000110000001100000001100000001100000001100000011,Die Back__g0139
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_164123 (Custom).jpg,Anthracnose,IMG_20211011_164123,0000011100000011000000011100000111111111111111111111111111111111,1111111101111111000111111000011111110110111110001111100011110000,Anthracnose__g0407
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162425 (Custom) (Custom).jpg,Cutting Weevil,20211011_162425,1111100011111100111110001110010011100000111100001100100011001010,0000000000000000000000100000110011001100100000111001100000011010,Cutting Weevil__g0181
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135257 (Custom).jpg,Bacterial Canker,IMG_20211106_135257,0100000011100000111111001000000011000000111111111111111111111111,1000000000000000100000000011010000000110100000000001000000000000,Bacterial Canker__g0146
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_123552 (Custom).jpg,Healthy,20211231_123552,1111110111111001111100011110001111000011110001111100111111011111,0000100100000011011001110100011010001110100011000001100000110000,Healthy__g0022
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164544 (Custom).jpg,Die Back,20211129_164544,1111111111111111111111001100000010000000111100001111000011110000,0000000000000000000000000000001100001111000000000000000000000000,Die Back__g0375
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162607 (Custom).jpg,Die Back,20211129_162607,1111111011111110100111001100010011100000111100001111000011111000,1000000001100000001100000001100000001110000000110000001000000000,Die Back__g0217
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_131115 (Custom).jpg,Cutting Weevil,20211011_131115,1111111111111111110011001110000010100000111000001001100011111000,0100000000101100000110010000101101001011100101000010001000100000,Cutting Weevil__g0002
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135050 (Custom).jpg,Bacterial Canker,IMG_20211106_135050,1111100011111000000000001100000011100000111100001111111011111111,0000000010000000011000000000110000000111000000010000000000000000,Bacterial Canker__g0119
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_124052 (Custom).jpg,Powdery Mildew,IMG_20211107_124052,1110011100000011000111010011110000000000000000000000000011000011,1000111000010111101100011101100011111011011100111111001100010111,Powdery Mildew__g0315
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_153336 (Custom).jpg,Anthracnose,IMG_20211011_153336,1111111111110111111100111110001111100111111001110100011000001100,1111010011100110111001101100011011001100110011001101100011010000,Anthracnose__g0273
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_160859 (Custom).jpg,Die Back,20211129_160859,1111110011111100100111001100110011100000111100001111100011110000,0000000000000000001100000001100000000110000000100000000100000000,Die Back__g0054
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_121529 (Custom).jpg,Sooty Mould,IMG_20211108_121529,0001111100001111010011111100111110001111100001111000011110000111,1111111111011111110111111001111100011111000111110011111100111111,Sooty Mould__g0045
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163706 (Custom).jpg,Gall Midge,IMG_20211106_163706,1111100011111000111100001111000011111001111110011111111111111111,0000001100000010000000110000001100000011000000110000001100000100,Gall Midge__g0253
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_123933 (Custom).jpg,Healthy,20211231_123933,1111111111111111111111111000000100000000111000001111111111111111,0000000000000000000001000000011100000001000000110100001100000000,Healthy__g0047
